product_name,brand,material_composition,hts_code,tariff_rate,country,base_price
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,93.78
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,82.2
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,88.35
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,71.11
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,55.17
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,54.1
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,34.04
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,95.66
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,32.72
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Thailand,44.6
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,21.93
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,50.68
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,China,63.33
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,83.58
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,69.75
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,5.91
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,13.9
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,71.08
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,10.25
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,71.18
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,69.08
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,8.61
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,33.51
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,77.01
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,India,23.58
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,32.52
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,7.15
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Malaysia,89.73
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,54.75
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,37.15
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,71.85
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,21.55
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,12.47
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,94.58
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,46.37
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,92.45
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,8.3
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,74.81
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,5.04
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,35.08
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,72.45
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,52.48
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,38.63
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,2.51
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,53.98
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,70.81
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,77.11
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,10.03
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,58.65
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,44.21
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,41.26
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Thailand,38.78
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,China,24.44
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,96.84
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,44.01
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,32.6
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,37.51
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,86.42
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,78.9
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,39.13
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Thailand,68.5
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,54.97
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,24.71
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,83.25
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,88.28
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,95.82
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,78.04
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,11.64
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,79.88
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,25.31
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,81.99
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,8.27
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,98.88
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,12.02
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,China,22.39
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,63.51
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,17.42
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,India,61.65
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,China,77.67
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,4.39
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,26.72
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,15.64
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Thailand,38.33
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,54.65
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,42.57
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,8.92
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,10.73
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,36.29
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,16.86
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,6.08
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,73.8
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,28.36
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,63.63
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,27.73
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,12.75
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,3.29
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,China,95.49
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,82.34
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,17.82
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,26.04
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,70.67
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,68.73
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,5.02
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,23.73
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,56.39
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,27.76
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,27.16
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,57.11
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,25.41
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,9.93
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,9.58
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,53.21
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,11.4
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,47.57
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,15.81
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,97.25
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,50.97
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,17.57
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,3.7
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,55.31
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,93.84
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Thailand,10.46
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Thailand,20.3
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,China,63.67
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,76.32
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,15.6
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,40.39
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,71.49
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,90.08
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,6.35
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,70.29
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,2.26
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,69.58
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,8.6
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,8.18
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Vietnam,88.46
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,89.64
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,87.9
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,83.25
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,44.91
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,44.41
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,15.78
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,82.87
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,9.54
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,76.57
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,74.71
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,98.78
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,69.94
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,63.08
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,India,96.18
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,69.22
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,37.37
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,37.78
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,25.77
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,73.74
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,60.4
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,68.31
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,24.05
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,66.84
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Malaysia,7.96
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,3.71
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,89.58
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,24.85
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,59.53
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,39.0
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,China,45.85
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,China,50.65
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,20.61
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,39.68
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,12.59
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,China,50.78
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,14.53
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,59.44
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,2.62
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,86.35
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,40.69
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,46.42
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,4.51
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,76.25
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,38.27
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,56.67
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,49.51
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,99.07
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,25.75
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,63.96
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,China,37.15
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,38.8
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,78.47
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,China,73.02
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,71.55
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,69.53
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,51.88
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,46.47
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,89.52
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,99.88
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,28.47
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,81.22
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,90.38
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,5.5
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,35.54
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,66.5
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,India,83.95
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,96.14
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,86.44
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Thailand,86.66
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,7.73
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,China,59.94
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,62.87
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,28.4
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,5.47
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,7.88
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,94.2
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,25.02
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,78.32
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,51.02
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,3.33
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,4.93
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,62.54
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,5.66
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,70.69
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,42.82
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,42.3
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,9.77
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,26.25
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,27.57
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,92.21
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,24.11
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,46.18
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Germany,22.15
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,91.93
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,99.71
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Thailand,73.72
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,China,25.67
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,55.53
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,3.38
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,25.4
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,10.04
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,16.47
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,90.34
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,97.31
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,27.87
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,9.54
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,21.76
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,43.85
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,93.02
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,43.39
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,34.14
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,75.94
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,44.21
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,14.65
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,18.92
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,96.41
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,76.62
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,98.82
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,97.68
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,42.37
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,China,55.74
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,73.14
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,15.04
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,26.73
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Vietnam,49.71
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Thailand,81.85
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,10.13
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,59.38
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Malaysia,35.91
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Mexico,58.77
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,India,27.15
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,69.57
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Germany,46.18
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,8.14
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,40.32
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Mexico,39.83
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,27.02
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,China,67.98
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,5.32
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,58.07
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Thailand,54.07
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Mexico,99.1
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,72.33
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,27.65
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,3.9
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Vietnam,93.61
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,23.23
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,39.83
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,88.33
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,4.75
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,48.19
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Malaysia,28.49
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Mexico,49.98
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Vietnam,50.61
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,43.21
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,2.42
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,China,41.87
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Vietnam,32.54
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,India,63.85
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,82.6
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Malaysia,55.55
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Germany,1.86
Plastic Chair,IKEA,100% Plastic,9401.80.4045,0.06,Malaysia,64.54
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Germany,35.15
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,China,33.55
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,India,53.76
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,23.59
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,37.37
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,14.77
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,Mexico,37.41
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,India,30.18
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,India,54.0
Cotton Shirt,Gap,100% Cotton,6109.10.0012,0.085,Thailand,71.86
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,46.16
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Thailand,5.77
Nitrile Gloves,McKesson,100% Nitrile,4015.19.0510,0.03,Germany,3.25
Cordless Drill,SBD,"60% Steel, 30% Plastic, 10% Electronics",8467.21.0030,0.017,India,20.73
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,China,2.35
Aluminum Can,Coca-Cola,100% Aluminum,7612.90.1090,0.02,Thailand,54.82
